,SATRIM,Medyan,B,C,Mevsimsel Düzeltilmiş Enflasyon,Ortalama
2019-02-28,0.645409803381897,0.6974514172022772,0.34856917973802304,0.3315435847783377,0.2672381192487139,0.45804242086984975
2019-03-31,0.6889364389339018,0.7258652831892087,0.36696733710572804,0.38893437828986244,0.852379874783149,0.6046166624603699
2019-04-30,1.085841023143063,1.1519204140629347,0.9768623182338398,0.9816772990765887,1.2390924956369842,1.087078710030682
2019-05-31,1.2722032033881159,1.243590016417162,1.1194339257580177,0.7817458028039015,1.1032580589553476,1.104046201464509
2019-06-30,0.7630323037690653,0.8355517104699395,1.1097747649245537,0.8300655465552254,0.2995981001095993,0.7676044851656767
2019-07-31,0.9225117970664247,0.8938523706277346,2.333062989997292,2.4583416129673408,1.8990723201709692,1.7013682181659522
2019-08-31,1.0115969190550675,1.00001443061144,0.3117322273003431,0.2493558307705035,1.3036224976167743,0.7752643810708257
2019-09-30,1.2483029404706494,1.1944769733717386,0.7400384503963631,0.7572616974822477,0.9598419083915566,0.9799843940225111
2019-10-31,1.2066471907959067,1.2155519385693037,0.8626999895430254,0.907918918177586,1.377140859839221,1.1139917793850085
2019-11-30,0.7451008279188326,0.8140542314545529,0.7283189051889405,0.6714145917146919,0.5033788442973419,0.692453480114872
2019-12-31,0.5211994982750436,0.37406398643715644,0.9777937884362986,0.7479411367625088,0.9834190966266476,0.720883501307531
2020-01-31,-0.6255905864620771,-0.4598489249753701,0.4179089264327418,0.19296740994854122,0.8130449552711916,0.0676963560430055
2020-02-29,0.482671773496598,0.6364080444514197,0.3984063745019917,0.29691846779371645,0.3347261535696644,0.4298261627626781
2020-03-31,1.0578836360919825,0.9644790936078174,0.8669497523000835,0.8747833044405962,0.4746658307771545,0.8477523234435267
2020-04-30,0.6972194406128415,0.7632208203033342,0.7542536397123323,0.6160272849853321,0.3632311977715963,0.6387904766770872
2020-05-31,1.6221140943498882,1.4288491215386223,1.0246717071229705,1.0826150935463463,1.3965984279941335,1.3109696889103923
2020-06-30,1.2852246013115363,1.181780415978806,1.6026587887739918,1.819694291359042,1.340136203385378,1.4458988601617508
2020-07-31,1.110133324741587,1.0398202187930305,1.0952000193840794,1.2944240196078427,1.1322630134618095,1.1343681191976698
2020-08-31,1.2180839985057725,1.2510857337503456,0.9994487452963385,1.0384373030875915,1.3546140204687696,1.1723339602217635
2020-09-30,1.6057749918931195,1.7238271265461291,1.4143331751305332,1.3994561828024166,1.216350106456976,1.471948316565835
2020-10-31,1.8536178869005195,1.8354414541777109,1.5022463496817684,1.360460539263908,1.6828425042695994,1.6469217468587012
2020-11-30,1.867569423735047,1.6653607094072154,2.3860021208907733,2.412562801873741,2.4886321740199113,2.164025445985338
2020-12-31,1.1240835491227101,1.2242484053544445,1.6301533334834417,1.6163052494371444,1.4349381457721355,1.4059457366339752
2021-01-31,0.09661929906209374,0.3148767495784188,1.2229434831734443,0.6227114770156472,0.8196236823958092,0.6153549382450827
2021-02-28,0.8897456689493948,0.9604219270080705,0.9805423624942522,0.6652141665121514,0.6937523206503649,0.8379352891228468
2021-03-31,1.2866485388456526,1.3383137847373217,1.276632637579378,1.3584766641339119,0.93545006404534,1.2391043378683209
2021-04-30,1.445713204352463,1.4536605018893978,1.3140435731712419,1.3993321369346612,1.1075219197046682,1.3440542672104863
2021-05-31,1.210821008784292,1.2017821152996655,0.623151668779065,0.5623137755673469,1.0668644454586929,0.9329866027778124
2021-06-30,2.2445441877519356,2.1647903436107896,2.4750708512648156,2.586437355195148,2.376517075924367,2.369471962749411
2021-07-31,1.2783785237005105,1.444421911739524,1.3131478674150987,1.0032791157245535,2.26253492133508,1.4603524679829534
2021-08-31,1.3756132055064523,1.4412083789566044,1.1141441714690004,0.8449614069790057,1.7919085533528722,1.313567143252787
2021-09-30,1.422728592374216,1.599131890660055,1.6318041834979757,1.675763261129104,1.6032205664241905,1.5865296988171083
2021-10-31,2.2117296806072284,2.1334758538779974,1.650859863838483,1.5328161040050414,2.1270679827609884,1.9311898970179477
2021-11-30,3.455162776835381,3.199990804675723,3.6236232360968623,3.318807955226033,3.832017424448697,3.4859204394565397
2021-12-31,11.092529857737098,10.921682583456228,14.419143332150242,13.890221475973451,13.751229105211404,12.814961270905684
2022-01-31,7.070481944500453,6.310168872359068,6.54182720564227,5.770749600716085,9.838498220743098,7.1063451687921955
2022-02-28,4.510137603043616,4.0607703626667435,3.87226282964801,3.7484443706961024,4.2444910807974745,4.087221249370389
2022-03-31,3.881882754219439,3.9611805247567577,4.1867052193668375,4.326338685944586,5.299713120942173,4.331164061045959
2022-04-30,5.283073751449949,4.68998848854596,5.083257816039866,3.9047049625166697,6.376063473855265,5.067417698481541
2022-05-31,3.9194974473821027,3.7837610272744904,3.454873743498532,2.96270066100095,3.338425593098493,3.4918516944509137
2022-06-30,3.7686242814497914,3.558163461902142,4.342389747062958,3.4979364897397724,5.569807382929692,4.147384272616871
2022-07-31,3.5251129732751374,3.439659380844562,3.6336628719792374,3.638629283489103,2.641062602965394,3.3756254225106863
2022-08-31,3.0592990782310316,2.8988434008578867,3.4098984618720074,3.410684942487263,2.0283894266940994,2.961423062028458
2022-09-30,2.8991346448337576,3.018533336096385,2.626552053486164,2.5979898199105955,3.2672284110238037,2.881887653070141
2022-10-31,3.2027450845850725,3.171360497365039,3.0870853147805466,3.019504640064463,3.327620679805765,3.1616632433201772
2022-11-30,2.867619775507982,2.9158035001363825,3.4900747558599177,2.8332212919391475,3.4710896106887823,3.1155617868264422
2022-12-31,2.1191182760123946,2.1341793138355047,2.7064117703379686,2.84192885074821,1.5557653261140558,2.271480707409627
2023-01-31,3.6401518829408177,3.4219541789525243,6.021151196876007,6.361240811797875,5.383246082480553,4.965548830609555
2023-02-28,2.5745475691097495,2.4212228678213155,2.668138653327601,2.1808579997392163,2.661884870775011,2.5013303921545784
